NAME_Geographic Area Name,P001001_Total Population,P003001_Total Race Population,P003002_White Alone,P003003_Black or African American Alone,P003004_American Indian and Alaska Native Alone,P003005_Asian Alone,P012001_Total Population by Sex by Age,H001001_Total Housing Units,H003001_Total Occupied Housing Units,H003002_Occupied Housing Units,H003003_Vacant Housing Units,state,county,year
"Bonner County, Idaho",40877,40877.0,39261.0,58.0,315.0,184.0,40877.0,24669.0,24669.0,17100.0,7569.0,16,017,2010-12-31
"Bonneville County, Idaho",104234,104234.0,94411.0,585.0,790.0,856.0,104234.0,39731.0,39731.0,36629.0,3102.0,16,019,2010-12-31
"Butte County, Idaho",2891,2891.0,2761.0,6.0,13.0,5.0,2891.0,1354.0,1354.0,1129.0,225.0,16,023,2010-12-31
"Camas County, Idaho",1117,1117.0,1051.0,3.0,6.0,1.0,1117.0,831.0,831.0,487.0,344.0,16,025,2010-12-31
"Canyon County, Idaho",188923,188923.0,156750.0,1077.0,2028.0,1519.0,188923.0,69409.0,69409.0,63604.0,5805.0,16,027,2010-12-31
"Caribou County, Idaho",6963,6963.0,6637.0,4.0,23.0,15.0,6963.0,3226.0,3226.0,2606.0,620.0,16,029,2010-12-31
"Cassia County, Idaho",22952,22952.0,18781.0,64.0,178.0,108.0,22952.0,8372.0,8372.0,7666.0,706.0,16,031,2010-12-31
"Idaho County, Idaho",16267,16267.0,15259.0,42.0,480.0,68.0,16267.0,8744.0,8744.0,6834.0,1910.0,16,049,2010-12-31
"Clearwater County, Idaho",8761,8761.0,8225.0,18.0,194.0,61.0,8761.0,4453.0,4453.0,3660.0,793.0,16,035,2010-12-31
"Custer County, Idaho",4368,4368.0,4209.0,8.0,27.0,10.0,4368.0,3103.0,3103.0,1936.0,1167.0,16,037,2010-12-31
"Elmore County, Idaho",27038,27038.0,22213.0,733.0,270.0,768.0,27038.0,12162.0,12162.0,10140.0,2022.0,16,039,2010-12-31
"Franklin County, Idaho",12786,12786.0,12064.0,28.0,53.0,15.0,12786.0,4528.0,4528.0,4079.0,449.0,16,041,2010-12-31
"Fremont County, Idaho",13242,13242.0,11855.0,46.0,93.0,29.0,13242.0,8531.0,8531.0,4436.0,4095.0,16,043,2010-12-31
"Gem County, Idaho",16719,16719.0,15616.0,20.0,94.0,84.0,16719.0,7099.0,7099.0,6495.0,604.0,16,045,2010-12-31
"Gooding County, Idaho",15464,15464.0,12481.0,37.0,127.0,72.0,15464.0,6093.0,6093.0,5531.0,562.0,16,047,2010-12-31
"Lewis County, Idaho",3821,3821.0,3450.0,14.0,180.0,17.0,3821.0,1880.0,1880.0,1657.0,223.0,16,061,2010-12-31
"Jefferson County, Idaho",26140,26140.0,23844.0,52.0,203.0,103.0,26140.0,8722.0,8722.0,8146.0,576.0,16,051,2010-12-31
"Jerome County, Idaho",22374,22374.0,17904.0,62.0,302.0,76.0,22374.0,8101.0,8101.0,7540.0,561.0,16,053,2010-12-31
"Kootenai County, Idaho",138494,138494.0,130844.0,416.0,1781.0,961.0,138494.0,63177.0,63177.0,54200.0,8977.0,16,055,2010-12-31
"Latah County, Idaho",37244,37244.0,34557.0,293.0,237.0,781.0,37244.0,15988.0,15988.0,14708.0,1280.0,16,057,2010-12-31
"Lemhi County, Idaho",7936,7936.0,7654.0,18.0,57.0,30.0,7936.0,4729.0,4729.0,3576.0,1153.0,16,059,2010-12-31
"Twin Falls County, Idaho",77230,77230.0,68693.0,342.0,606.0,922.0,77230.0,31072.0,31072.0,28760.0,2312.0,16,083,2010-12-31
"Lincoln County, Idaho",5208,5208.0,4171.0,19.0,38.0,20.0,5208.0,1976.0,1976.0,1705.0,271.0,16,063,2010-12-31
"Madison County, Idaho",37536,37536.0,35235.0,185.0,99.0,352.0,37536.0,11280.0,11280.0,10611.0,669.0,16,065,2010-12-31
"Minidoka County, Idaho",20069,20069.0,16091.0,77.0,248.0,88.0,20069.0,7665.0,7665.0,7170.0,495.0,16,067,2010-12-31
"Nez Perce County, Idaho",39265,39265.0,35390.0,117.0,2206.0,279.0,39265.0,17438.0,17438.0,16241.0,1197.0,16,069,2010-12-31
"Oneida County, Idaho",4286,4286.0,4144.0,9.0,22.0,20.0,4286.0,1906.0,1906.0,1545.0,361.0,16,071,2010-12-31
"Shoshone County, Idaho",12765,12765.0,12174.0,26.0,183.0,47.0,12765.0,7061.0,7061.0,5605.0,1456.0,16,079,2010-12-31
"Teton County, Idaho",10170,10170.0,8709.0,25.0,35.0,48.0,10170.0,5478.0,5478.0,3651.0,1827.0,16,081,2010-12-31
"Owyhee County, Idaho",11526,11526.0,8757.0,23.0,495.0,62.0,11526.0,4781.0,4781.0,4076.0,705.0,16,073,2010-12-31
"Payette County, Idaho",22623,22623.0,20053.0,52.0,255.0,189.0,22623.0,8945.0,8945.0,8262.0,683.0,16,075,2010-12-31
"Power County, Idaho",7817,7817.0,5867.0,22.0,179.0,32.0,7817.0,2944.0,2944.0,2641.0,303.0,16,077,2010-12-31
"Valley County, Idaho",9862,9862.0,9445.0,11.0,68.0,41.0,9862.0,11789.0,11789.0,4393.0,7396.0,16,085,2010-12-31
"Washington County, Idaho",10198,10198.0,8835.0,18.0,101.0,91.0,10198.0,4529.0,4529.0,4034.0,495.0,16,087,2010-12-31
"Saline County, Illinois",24913,24913.0,23178.0,995.0,88.0,101.0,24913.0,11697.0,11697.0,10379.0,1318.0,17,165,2010-12-31
"Pope County, Illinois",4470,4470.0,4098.0,269.0,29.0,11.0,4470.0,2491.0,2491.0,1829.0,662.0,17,151,2010-12-31
"Pulaski County, Illinois",6161,6161.0,3965.0,1994.0,26.0,13.0,6161.0,3155.0,3155.0,2642.0,513.0,17,153,2010-12-31
"Putnam County, Illinois",6006,6006.0,5803.0,32.0,6.0,13.0,6006.0,3074.0,3074.0,2509.0,565.0,17,155,2010-12-31
"Randolph County, Illinois",33476,33476.0,29318.0,3263.0,62.0,104.0,33476.0,13707.0,13707.0,12314.0,1393.0,17,157,2010-12-31
"Richland County, Illinois",16233,16233.0,15795.0,78.0,25.0,119.0,16233.0,7513.0,7513.0,6726.0,787.0,17,159,2010-12-31
"Rock Island County, Illinois",147546,147546.0,120382.0,13289.0,395.0,2419.0,147546.0,65756.0,65756.0,61303.0,4453.0,17,161,2010-12-31
"St. Clair County, Illinois",270056,270056.0,174458.0,82302.0,652.0,3276.0,270056.0,116249.0,116249.0,105045.0,11204.0,17,163,2010-12-31
"Sangamon County, Illinois",197465,197465.0,165103.0,23335.0,394.0,3220.0,197465.0,89901.0,89901.0,82986.0,6915.0,17,167,2010-12-31
"Schuyler County, Illinois",7544,7544.0,7205.0,243.0,12.0,9.0,7544.0,3459.0,3459.0,3040.0,419.0,17,169,2010-12-31
"Stephenson County, Illinois",47711,47711.0,41291.0,4275.0,85.0,297.0,47711.0,22081.0,22081.0,19845.0,2236.0,17,177,2010-12-31
"Tazewell County, Illinois",135394,135394.0,130225.0,1374.0,365.0,999.0,135394.0,57516.0,57516.0,54146.0,3370.0,17,179,2010-12-31
"Shelby County, Illinois",22363,22363.0,22045.0,50.0,43.0,56.0,22363.0,10396.0,10396.0,9216.0,1180.0,17,173,2010-12-31
"Stark County, Illinois",5994,5994.0,5855.0,28.0,10.0,19.0,5994.0,2674.0,2674.0,2425.0,249.0,17,175,2010-12-31
"White County, Illinois",14665,14665.0,14393.0,56.0,47.0,31.0,14665.0,7181.0,7181.0,6313.0,868.0,17,193,2010-12-31
"Union County, Illinois",17808,17808.0,16880.0,156.0,97.0,54.0,17808.0,7924.0,7924.0,7167.0,757.0,17,181,2010-12-31
"Scott County, Illinois",5355,5355.0,5279.0,9.0,9.0,12.0,5355.0,2459.0,2459.0,2214.0,245.0,17,171,2010-12-31
"Vermilion County, Illinois",81625,81625.0,67323.0,10571.0,191.0,564.0,81625.0,36318.0,36318.0,32655.0,3663.0,17,183,2010-12-31
"Wabash County, Illinois",11947,11947.0,11576.0,77.0,21.0,70.0,11947.0,5585.0,5585.0,5012.0,573.0,17,185,2010-12-31
"Warren County, Illinois",17707,17707.0,16165.0,303.0,42.0,94.0,17707.0,7682.0,7682.0,6918.0,764.0,17,187,2010-12-31
"Washington County, Illinois",14716,14716.0,14376.0,101.0,18.0,42.0,14716.0,6534.0,6534.0,5926.0,608.0,17,189,2010-12-31
"Wayne County, Illinois",16760,16760.0,16427.0,42.0,35.0,71.0,16760.0,7975.0,7975.0,7102.0,873.0,17,191,2010-12-31
"Whiteside County, Illinois",58498,58498.0,53923.0,781.0,170.0,276.0,58498.0,25770.0,25770.0,23740.0,2030.0,17,195,2010-12-31
"Will County, Illinois",677560,677560.0,514664.0,75743.0,1703.0,30833.0,677560.0,237501.0,237501.0,225256.0,12245.0,17,197,2010-12-31
"Williamson County, Illinois",66357,66357.0,61542.0,2540.0,246.0,561.0,66357.0,30359.0,30359.0,27421.0,2938.0,17,199,2010-12-31
"Winnebago County, Illinois",295266,295266.0,228652.0,36108.0,963.0,6810.0,295266.0,125965.0,125965.0,115501.0,10464.0,17,201,2010-12-31
"Woodford County, Illinois",38664,38664.0,37643.0,187.0,74.0,213.0,38664.0,15145.0,15145.0,14276.0,869.0,17,203,2010-12-31
"De Witt County, Illinois",16561,16561.0,16035.0,87.0,26.0,60.0,16561.0,7521.0,7521.0,6811.0,710.0,17,039,2010-12-31
"Douglas County, Illinois",19980,19980.0,19113.0,58.0,34.0,83.0,19980.0,8390.0,8390.0,7720.0,670.0,17,041,2010-12-31
"Fulton County, Illinois",37069,37069.0,34625.0,1269.0,131.0,112.0,37069.0,16195.0,16195.0,14536.0,1659.0,17,057,2010-12-31
"DuPage County, Illinois",916924,916924.0,714140.0,42346.0,2415.0,92304.0,916924.0,356179.0,356179.0,337132.0,19047.0,17,043,2010-12-31
"Edgar County, Illinois",18576,18576.0,18268.0,64.0,25.0,33.0,18576.0,8803.0,8803.0,7839.0,964.0,17,045,2010-12-31
"Ford County, Illinois",14081,14081.0,13677.0,85.0,33.0,37.0,14081.0,6282.0,6282.0,5676.0,606.0,17,053,2010-12-31
"Franklin County, Illinois",39561,39561.0,38641.0,123.0,104.0,124.0,39561.0,18525.0,18525.0,16617.0,1908.0,17,055,2010-12-31
"Edwards County, Illinois",6721,6721.0,6584.0,30.0,9.0,22.0,6721.0,3187.0,3187.0,2840.0,347.0,17,047,2010-12-31
"Effingham County, Illinois",34242,34242.0,33429.0,79.0,39.0,147.0,34242.0,14570.0,14570.0,13515.0,1055.0,17,049,2010-12-31
"Fayette County, Illinois",22140,22140.0,20750.0,980.0,35.0,51.0,22140.0,9302.0,9302.0,8311.0,991.0,17,051,2010-12-31
"Hardin County, Illinois",4320,4320.0,4205.0,13.0,26.0,22.0,4320.0,2488.0,2488.0,1915.0,573.0,17,069,2010-12-31
"Gallatin County, Illinois",5589,5589.0,5473.0,12.0,14.0,5.0,5589.0,2746.0,2746.0,2403.0,343.0,17,059,2010-12-31
"Greene County, Illinois",13886,13886.0,13588.0,119.0,23.0,16.0,13886.0,6389.0,6389.0,5570.0,819.0,17,061,2010-12-31
"Grundy County, Illinois",50063,50063.0,46933.0,605.0,114.0,327.0,50063.0,19996.0,19996.0,18546.0,1450.0,17,063,2010-12-31
"Hamilton County, Illinois",8457,8457.0,8305.0,31.0,20.0,19.0,8457.0,4104.0,4104.0,3489.0,615.0,17,065,2010-12-31
"Hancock County, Illinois",19104,19104.0,18723.0,52.0,40.0,46.0,19104.0,9274.0,9274.0,8040.0,1234.0,17,067,2010-12-31
"Kankakee County, Illinois",113449,113449.0,87986.0,17187.0,286.0,1052.0,113449.0,45246.0,45246.0,41511.0,3735.0,17,091,2010-12-31
"Henderson County, Illinois",7331,7331.0,7198.0,15.0,15.0,15.0,7331.0,3827.0,3827.0,3149.0,678.0,17,071,2010-12-31
"Henry County, Illinois",50486,50486.0,47846.0,796.0,93.0,191.0,50486.0,22161.0,22161.0,20373.0,1788.0,17,073,2010-12-31
"Iroquois County, Illinois",29718,29718.0,28155.0,233.0,51.0,103.0,29718.0,13452.0,13452.0,11956.0,1496.0,17,075,2010-12-31
"Jackson County, Illinois",60218,60218.0,46875.0,8589.0,227.0,1910.0,60218.0,28578.0,28578.0,25538.0,3040.0,17,077,2010-12-31
"Jasper County, Illinois",9698,9698.0,9564.0,11.0,13.0,24.0,9698.0,4345.0,4345.0,3940.0,405.0,17,079,2010-12-31
"Jefferson County, Illinois",38827,38827.0,34315.0,3251.0,85.0,246.0,38827.0,16954.0,16954.0,15365.0,1589.0,17,081,2010-12-31
"Jersey County, Illinois",22985,22985.0,22431.0,93.0,60.0,77.0,22985.0,9848.0,9848.0,8828.0,1020.0,17,083,2010-12-31
"Jo Daviess County, Illinois",22678,22678.0,22046.0,107.0,45.0,72.0,22678.0,13574.0,13574.0,9753.0,3821.0,17,085,2010-12-31
"Johnson County, Illinois",12582,12582.0,11197.0,1006.0,29.0,22.0,12582.0,5598.0,5598.0,4584.0,1014.0,17,087,2010-12-31
"Kane County, Illinois",515269,515269.0,384548.0,29422.0,2887.0,17895.0,515269.0,182047.0,182047.0,170479.0,11568.0,17,089,2010-12-31
"LaSalle County, Illinois",113924,113924.0,106187.0,2186.0,289.0,762.0,113924.0,49978.0,49978.0,45347.0,4631.0,17,099,2010-12-31
"Lawrence County, Illinois",16833,16833.0,14696.0,1608.0,38.0,38.0,16833.0,6936.0,6936.0,6130.0,806.0,17,101,2010-12-31
"Lee County, Illinois",36031,36031.0,32745.0,1735.0,74.0,246.0,36031.0,15049.0,15049.0,13758.0,1291.0,17,103,2010-12-31
"McLean County, Illinois",169572,169572.0,142940.0,12426.0,383.0,7227.0,169572.0,69656.0,69656.0,65104.0,4552.0,17,113,2010-12-31
"Kendall County, Illinois",114736,114736.0,95891.0,6585.0,316.0,3467.0,114736.0,40321.0,40321.0,38022.0,2299.0,17,093,2010-12-31
"Knox County, Illinois",52919,52919.0,46329.0,3810.0,104.0,338.0,52919.0,24077.0,24077.0,21535.0,2542.0,17,095,2010-12-31
"Lake County, Illinois",703462,703462.0,528204.0,49033.0,3279.0,44358.0,703462.0,260310.0,260310.0,241712.0,18598.0,17,097,2010-12-31
"Livingston County, Illinois",38950,38950.0,35752.0,1915.0,67.0,199.0,38950.0,15895.0,15895.0,14613.0,1282.0,17,105,2010-12-31
"Logan County, Illinois",30305,30305.0,27008.0,2285.0,60.0,184.0,30305.0,12107.0,12107.0,11070.0,1037.0,17,107,2010-12-31
"McDonough County, Illinois",32612,32612.0,29476.0,1642.0,75.0,580.0,32612.0,14419.0,14419.0,13057.0,1362.0,17,109,2010-12-31
"McHenry County, Illinois",308760,308760.0,278257.0,3283.0,939.0,7807.0,308760.0,116040.0,116040.0,109199.0,6841.0,17,111,2010-12-31
"Mason County, Illinois",14666,14666.0,14382.0,54.0,36.0,40.0,14666.0,7077.0,7077.0,6079.0,998.0,17,125,2010-12-31
"Macon County, Illinois",110768,110768.0,87855.0,18027.0,226.0,1118.0,110768.0,50475.0,50475.0,45855.0,4620.0,17,115,2010-12-31
"Macoupin County, Illinois",47765,47765.0,46596.0,359.0,126.0,129.0,47765.0,21584.0,21584.0,19381.0,2203.0,17,117,2010-12-31
"Madison County, Illinois",269282,269282.0,237641.0,21235.0,659.0,2254.0,269282.0,117106.0,117106.0,108094.0,9012.0,17,119,2010-12-31
"Marion County, Illinois",39437,39437.0,36734.0,1557.0,122.0,224.0,39437.0,18296.0,18296.0,16148.0,2148.0,17,121,2010-12-31
"Marshall County, Illinois",12640,12640.0,12271.0,44.0,22.0,45.0,12640.0,5914.0,5914.0,5161.0,753.0,17,123,2010-12-31
"Ogle County, Illinois",53497,53497.0,49867.0,483.0,111.0,250.0,53497.0,22561.0,22561.0,20856.0,1705.0,17,141,2010-12-31
"Massac County, Illinois",15429,15429.0,14033.0,904.0,62.0,42.0,15429.0,7113.0,7113.0,6362.0,751.0,17,127,2010-12-31
"Menard County, Illinois",12705,12705.0,12383.0,76.0,32.0,30.0,12705.0,5654.0,5654.0,5140.0,514.0,17,129,2010-12-31
"Mercer County, Illinois",16434,16434.0,16153.0,47.0,17.0,52.0,16434.0,7358.0,7358.0,6734.0,624.0,17,131,2010-12-31
"Morgan County, Illinois",35547,35547.0,32321.0,2122.0,78.0,168.0,35547.0,15515.0,15515.0,14104.0,1411.0,17,137,2010-12-31
"Moultrie County, Illinois",14846,14846.0,14622.0,41.0,28.0,31.0,14846.0,6260.0,6260.0,5758.0,502.0,17,139,2010-12-31
"Monroe County, Illinois",32957,32957.0,32287.0,69.0,67.0,144.0,32957.0,13392.0,13392.0,12589.0,803.0,17,133,2010-12-31
"Montgomery County, Illinois",30104,30104.0,28632.0,952.0,47.0,111.0,30104.0,13080.0,13080.0,11652.0,1428.0,17,135,2010-12-31
"Pike County, Illinois",16430,16430.0,15928.0,275.0,28.0,38.0,16430.0,7951.0,7951.0,6639.0,1312.0,17,149,2010-12-31
"Peoria County, Illinois",186494,186494.0,138800.0,33030.0,526.0,5856.0,186494.0,83034.0,83034.0,75793.0,7241.0,17,143,2010-12-31
"Perry County, Illinois",22350,22350.0,19656.0,1866.0,55.0,87.0,22350.0,9426.0,9426.0,8335.0,1091.0,17,145,2010-12-31
"Piatt County, Illinois",16729,16729.0,16393.0,58.0,29.0,51.0,16729.0,7269.0,7269.0,6782.0,487.0,17,147,2010-12-31
"Clark County, Illinois",16335,16335.0,16027.0,48.0,25.0,55.0,16335.0,7772.0,7772.0,6782.0,990.0,17,023,2010-12-31
"Adams County, Illinois",67103,67103.0,62868.0,2331.0,111.0,441.0,67103.0,29842.0,29842.0,27375.0,2467.0,17,001,2010-12-31
"Champaign County, Illinois",201081,201081.0,147600.0,24946.0,549.0,17969.0,201081.0,87569.0,87569.0,80665.0,6904.0,17,019,2010-12-31
"Christian County, Illinois",34800,34800.0,33610.0,495.0,51.0,167.0,34800.0,15563.0,15563.0,14055.0,1508.0,17,021,2010-12-31
"Calhoun County, Illinois",5089,5089.0,5032.0,7.0,9.0,12.0,5089.0,2835.0,2835.0,2085.0,750.0,17,013,2010-12-31
"Cass County, Illinois",13642,13642.0,11769.0,419.0,38.0,44.0,13642.0,5836.0,5836.0,5270.0,566.0,17,017,2010-12-31
"Carroll County, Illinois",15387,15387.0,14906.0,123.0,47.0,53.0,15387.0,8437.0,8437.0,6622.0,1815.0,17,015,2010-12-31
"Alexander County, Illinois",8238,8238.0,5018.0,2915.0,26.0,16.0,8238.0,4006.0,4006.0,3329.0,677.0,17,003,2010-12-31
"Boone County, Illinois",54165,54165.0,45724.0,1064.0,200.0,686.0,54165.0,19970.0,19970.0,18505.0,1465.0,17,007,2010-12-31
"Bond County, Illinois",17768,17768.0,16143.0,1080.0,92.0,68.0,17768.0,7089.0,7089.0,6427.0,662.0,17,005,2010-12-31
"Bureau County, Illinois",34978,34978.0,32937.0,212.0,98.0,228.0,34978.0,15720.0,15720.0,14262.0,1458.0,17,011,2010-12-31
"Brown County, Illinois",6937,6937.0,5276.0,1280.0,14.0,16.0,6937.0,2462.0,2462.0,2099.0,363.0,17,009,2010-12-31
"Cumberland County, Illinois",11048,11048.0,10856.0,38.0,17.0,27.0,11048.0,4874.0,4874.0,4377.0,497.0,17,035,2010-12-31
"Clay County, Illinois",13815,13815.0,13499.0,47.0,32.0,63.0,13815.0,6404.0,6404.0,5697.0,707.0,17,025,2010-12-31
"Clinton County, Illinois",37762,37762.0,35284.0,1338.0,94.0,167.0,37762.0,15311.0,15311.0,14005.0,1306.0,17,027,2010-12-31
"Coles County, Illinois",53873,53873.0,50029.0,2067.0,104.0,531.0,53873.0,23425.0,23425.0,21463.0,1962.0,17,029,2010-12-31
"Cook County, Illinois",5194675,5194675.0,2877212.0,1287767.0,21559.0,322672.0,5194675.0,2180359.0,2180359.0,1966356.0,214003.0,17,031,2010-12-31
"Crawford County, Illinois",19817,19817.0,18381.0,934.0,48.0,103.0,19817.0,8661.0,8661.0,7763.0,898.0,17,033,2010-12-31
"DeKalb County, Illinois",105160,105160.0,89453.0,6732.0,267.0,2438.0,105160.0,41079.0,41079.0,38484.0,2595.0,17,037,2010-12-31
"Harrison County, Indiana",39364,39364.0,38341.0,178.0,88.0,155.0,39364.0,16534.0,16534.0,15192.0,1342.0,18,061,2010-12-31
"Jasper County, Indiana",33478,33478.0,32056.0,212.0,68.0,133.0,33478.0,13168.0,13168.0,12232.0,936.0,18,073,2010-12-31
"Hancock County, Indiana",70002,70002.0,66644.0,1452.0,154.0,558.0,70002.0,28125.0,28125.0,26304.0,1821.0,18,059,2010-12-31
"Hendricks County, Indiana",145448,145448.0,131117.0,7084.0,293.0,3028.0,145448.0,55454.0,55454.0,52368.0,3086.0,18,063,2010-12-31
"Henry County, Indiana",49462,49462.0,47351.0,1070.0,72.0,156.0,49462.0,21288.0,21288.0,19077.0,2211.0,18,065,2010-12-31
"Howard County, Indiana",82752,82752.0,73284.0,5680.0,286.0,740.0,82752.0,38679.0,38679.0,34301.0,4378.0,18,067,2010-12-31
"Huntington County, Indiana",37124,37124.0,36062.0,160.0,140.0,167.0,37124.0,15805.0,15805.0,14218.0,1587.0,18,069,2010-12-31
"Jackson County, Indiana",42376,42376.0,40044.0,282.0,89.0,359.0,42376.0,18202.0,18202.0,16501.0,1701.0,18,071,2010-12-31
"Lake County, Indiana",496005,496005.0,319412.0,128263.0,1628.0,6142.0,496005.0,208750.0,208750.0,188157.0,20593.0,18,089,2010-12-31
"Jay County, Indiana",21253,21253.0,20619.0,60.0,23.0,78.0,21253.0,9221.0,9221.0,8133.0,1088.0,18,075,2010-12-31
"Jefferson County, Indiana",32428,32428.0,30876.0,542.0,69.0,211.0,32428.0,14311.0,14311.0,12635.0,1676.0,18,077,2010-12-31
"Jennings County, Indiana",28525,28525.0,27611.0,216.0,30.0,62.0,28525.0,12069.0,12069.0,10680.0,1389.0,18,079,2010-12-31
"LaGrange County, Indiana",37128,37128.0,35874.0,117.0,71.0,118.0,37128.0,14094.0,14094.0,11598.0,2496.0,18,087,2010-12-31
"Kosciusko County, Indiana",77358,77358.0,72188.0,572.0,232.0,650.0,77358.0,37038.0,37038.0,29197.0,7841.0,18,085,2010-12-31
"Johnson County, Indiana",139654,139654.0,131140.0,1578.0,315.0,2744.0,139654.0,56649.0,56649.0,52242.0,4407.0,18,081,2010-12-31
"Knox County, Indiana",38440,38440.0,36475.0,1009.0,73.0,215.0,38440.0,17038.0,17038.0,15249.0,1789.0,18,083,2010-12-31
"Carroll County, Indiana",20155,20155.0,19500.0,48.0,38.0,21.0,20155.0,9472.0,9472.0,7900.0,1572.0,18,015,2010-12-31
"Bartholomew County, Indiana",76794,76794.0,68824.0,1420.0,209.0,2632.0,76794.0,33098.0,33098.0,29860.0,3238.0,18,005,2010-12-31
"Adams County, Indiana",34387,34387.0,33349.0,107.0,71.0,78.0,34387.0,13014.0,13014.0,12011.0,1003.0,18,001,2010-12-31
"Allen County, Indiana",355329,355329.0,281653.0,41618.0,1246.0,9721.0,355329.0,152184.0,152184.0,137851.0,14333.0,18,003,2010-12-31
"Benton County, Indiana",8854,8854.0,8489.0,42.0,11.0,15.0,8854.0,3937.0,3937.0,3479.0,458.0,18,007,2010-12-31
"Blackford County, Indiana",12766,12766.0,12470.0,49.0,22.0,19.0,12766.0,6051.0,6051.0,5236.0,815.0,18,009,2010-12-31
"Boone County, Indiana",56640,56640.0,53953.0,495.0,103.0,942.0,56640.0,22754.0,22754.0,21149.0,1605.0,18,011,2010-12-31
"Brown County, Indiana",15242,15242.0,14874.0,53.0,50.0,44.0,15242.0,8285.0,8285.0,6199.0,2086.0,18,013,2010-12-31
"Elkhart County, Indiana",197559,197559.0,163792.0,11307.0,747.0,1915.0,197559.0,77767.0,77767.0,70244.0,7523.0,18,039,2010-12-31
"Cass County, Indiana",38966,38966.0,34385.0,578.0,199.0,419.0,38966.0,16474.0,16474.0,14858.0,1616.0,18,017,2010-12-31
"Clark County, Indiana",110232,110232.0,95961.0,7661.0,303.0,875.0,110232.0,47776.0,47776.0,44248.0,3528.0,18,019,2010-12-31
"Clay County, Indiana",26890,26890.0,26303.0,87.0,59.0,60.0,26890.0,11703.0,11703.0,10447.0,1256.0,18,021,2010-12-31
"Clinton County, Indiana",33224,33224.0,30232.0,142.0,83.0,72.0,33224.0,13321.0,13321.0,12105.0,1216.0,18,023,2010-12-31
"Crawford County, Indiana",10713,10713.0,10438.0,24.0,43.0,20.0,10713.0,5520.0,5520.0,4303.0,1217.0,18,025,2010-12-31
"Daviess County, Indiana",31648,31648.0,30077.0,172.0,71.0,161.0,31648.0,12471.0,12471.0,11329.0,1142.0,18,027,2010-12-31
"Dearborn County, Indiana",50047,50047.0,48780.0,300.0,87.0,189.0,50047.0,20171.0,20171.0,18743.0,1428.0,18,029,2010-12-31
"Decatur County, Indiana",25740,25740.0,25053.0,82.0,39.0,186.0,25740.0,11209.0,11209.0,9977.0,1232.0,18,031,2010-12-31
"DeKalb County, Indiana",42223,42223.0,40931.0,148.0,99.0,192.0,42223.0,17558.0,17558.0,15951.0,1607.0,18,033,2010-12-31
"Delaware County, Indiana",117671,117671.0,104872.0,8146.0,302.0,1144.0,117671.0,52357.0,52357.0,46516.0,5841.0,18,035,2010-12-31
"Dubois County, Indiana",41889,41889.0,39839.0,122.0,66.0,189.0,41889.0,17384.0,17384.0,16133.0,1251.0,18,037,2010-12-31
"Fulton County, Indiana",20836,20836.0,19800.0,150.0,96.0,101.0,20836.0,9708.0,9708.0,8237.0,1471.0,18,049,2010-12-31
"Fayette County, Indiana",24277,24277.0,23532.0,322.0,32.0,81.0,24277.0,10898.0,10898.0,9719.0,1179.0,18,041,2010-12-31
"Floyd County, Indiana",74578,74578.0,67408.0,3873.0,168.0,704.0,74578.0,31968.0,31968.0,29479.0,2489.0,18,043,2010-12-31
"Fountain County, Indiana",17240,17240.0,16802.0,28.0,54.0,35.0,17240.0,7865.0,7865.0,6935.0,930.0,18,045,2010-12-31
"Gibson County, Indiana",33503,33503.0,31986.0,597.0,72.0,156.0,33503.0,14645.0,14645.0,13255.0,1390.0,18,051,2010-12-31
"Franklin County, Indiana",23087,23087.0,22703.0,37.0,34.0,55.0,23087.0,9538.0,9538.0,8579.0,959.0,18,047,2010-12-31
"Grant County, Indiana",70061,70061.0,61811.0,4888.0,234.0,411.0,70061.0,30443.0,30443.0,27245.0,3198.0,18,053,2010-12-31
"Greene County, Indiana",33165,33165.0,32548.0,49.0,93.0,96.0,33165.0,15211.0,15211.0,13487.0,1724.0,18,055,2010-12-31
"Hamilton County, Indiana",274569,274569.0,242985.0,9603.0,529.0,13175.0,274569.0,106772.0,106772.0,99835.0,6937.0,18,057,2010-12-31
"Warren County, Indiana",8508,8508.0,8363.0,11.0,13.0,36.0,8508.0,3680.0,3680.0,3337.0,343.0,18,171,2010-12-31
"Warrick County, Indiana",59689,59689.0,56700.0,803.0,124.0,960.0,59689.0,24203.0,24203.0,22505.0,1698.0,18,173,2010-12-31
"Washington County, Indiana",28262,28262.0,27714.0,64.0,62.0,86.0,28262.0,12220.0,12220.0,10850.0,1370.0,18,175,2010-12-31
"Wayne County, Indiana",68917,68917.0,62140.0,3418.0,171.0,527.0,68917.0,31242.0,31242.0,27551.0,3691.0,18,177,2010-12-31
"Wells County, Indiana",27636,27636.0,26902.0,96.0,76.0,107.0,27636.0,11659.0,11659.0,10780.0,879.0,18,179,2010-12-31
